VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_N2]"  ,   "rms[Rho_N]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
       1820,           0,           0,               -32,               -32,       4.005711868,       4.005711868,               -32,               -32
       1821,           0,           0,               -32,               -32,       4.005711863,       4.005711863,               -32,               -32
       1822,           0,           0,               -32,               -32,       4.005711858,       4.005711858,               -32,               -32
       1823,           0,           0,               -32,               -32,       4.005711853,       4.005711853,               -32,               -32
       1824,           0,           0,               -32,               -32,       4.005711847,       4.005711847,               -32,               -32
       1825,           0,           0,               -32,               -32,       4.005711842,       4.005711842,               -32,               -32
       1826,           0,           0,               -32,               -32,       4.005711837,       4.005711837,               -32,               -32
       1827,           0,           0,               -32,               -32,       4.005711832,       4.005711832,               -32,               -32
       1828,           0,           0,               -32,               -32,       4.005711827,       4.005711827,               -32,               -32
       1829,           0,           0,               -32,               -32,       4.005711821,       4.005711821,               -32,               -32
       1830,           0,           0,               -32,               -32,       4.005711816,       4.005711816,               -32,               -32
       1831,           0,           0,               -32,               -32,       4.005711811,       4.005711811,               -32,               -32
       1832,           0,           0,               -32,               -32,       4.005711806,       4.005711806,               -32,               -32
       1833,           0,           0,               -32,               -32,         4.0057118,         4.0057118,               -32,               -32
       1834,           0,           0,               -32,               -32,       4.005711795,       4.005711795,               -32,               -32
       1835,           0,           0,               -32,               -32,        4.00571179,        4.00571179,               -32,               -32
       1836,           0,           0,               -32,               -32,       4.005711785,       4.005711785,               -32,               -32
       1837,           0,           0,               -32,               -32,       4.005711779,       4.005711779,               -32,               -32
       1838,           0,           0,               -32,               -32,       4.005711774,       4.005711774,               -32,               -32
       1839,           0,           0,               -32,               -32,       4.005711769,       4.005711769,               -32,               -32
       1840,           0,           0,               -32,               -32,       4.005711764,       4.005711764,               -32,               -32
       1841,           0,           0,               -32,               -32,       4.005711758,       4.005711758,               -32,               -32
       1842,           0,           0,               -32,               -32,       4.005711753,       4.005711753,               -32,               -32
       1843,           0,           0,               -32,               -32,       4.005711748,       4.005711748,               -32,               -32
       1844,           0,           0,               -32,               -32,       4.005711742,       4.005711742,               -32,               -32
       1845,           0,           0,               -32,               -32,       4.005711737,       4.005711737,               -32,               -32
       1846,           0,           0,               -32,               -32,       4.005711732,       4.005711732,               -32,               -32
       1847,           0,           0,               -32,               -32,       4.005711727,       4.005711727,               -32,               -32
       1848,           0,           0,               -32,               -32,       4.005711721,       4.005711721,               -32,               -32
       1849,           0,           0,               -32,               -32,       4.005711716,       4.005711716,               -32,               -32
       1850,           0,           0,               -32,               -32,       4.005711711,       4.005711711,               -32,               -32
       1851,           0,           0,               -32,               -32,       4.005711705,       4.005711705,               -32,               -32
       1852,           0,           0,               -32,               -32,         4.0057117,         4.0057117,               -32,               -32
       1853,           0,           0,               -32,               -32,       4.005711695,       4.005711695,               -32,               -32
       1854,           0,           0,               -32,               -32,       4.005711689,       4.005711689,               -32,               -32
       1855,           0,           0,               -32,               -32,       4.005711684,       4.005711684,               -32,               -32
       1856,           0,           0,               -32,               -32,       4.005711679,       4.005711679,               -32,               -32
       1857,           0,           0,               -32,               -32,       4.005711673,       4.005711673,               -32,               -32
       1858,           0,           0,               -32,               -32,       4.005711668,       4.005711668,               -32,               -32
       1859,           0,           0,               -32,               -32,       4.005711663,       4.005711663,               -32,               -32
       1860,           0,           0,               -32,               -32,       4.005711658,       4.005711658,               -32,               -32
       1861,           0,           0,               -32,               -32,       4.005711652,       4.005711652,               -32,               -32
       1862,           0,           0,               -32,               -32,       4.005711647,       4.005711647,               -32,               -32
       1863,           0,           0,               -32,               -32,       4.005711642,       4.005711642,               -32,               -32
       1864,           0,           0,               -32,               -32,       4.005711636,       4.005711636,               -32,               -32
       1865,           0,           0,               -32,               -32,       4.005711631,       4.005711631,               -32,               -32
       1866,           0,           0,               -32,               -32,       4.005711626,       4.005711626,               -32,               -32
       1867,           0,           0,               -32,               -32,        4.00571162,        4.00571162,               -32,               -32
       1868,           0,           0,               -32,               -32,       4.005711615,       4.005711615,               -32,               -32
       1869,           0,           0,               -32,               -32,       4.005711609,       4.005711609,               -32,               -32
       1870,           0,           0,               -32,               -32,       4.005711604,       4.005711604,               -32,               -32
       1871,           0,           0,               -32,               -32,       4.005711599,       4.005711599,               -32,               -32
       1872,           0,           0,               -32,               -32,       4.005711593,       4.005711593,               -32,               -32
       1873,           0,           0,               -32,               -32,       4.005711588,       4.005711588,               -32,               -32
       1874,           0,           0,               -32,               -32,       4.005711583,       4.005711583,               -32,               -32
       1875,           0,           0,               -32,               -32,       4.005711577,       4.005711577,               -32,               -32
       1876,           0,           0,               -32,               -32,       4.005711572,       4.005711572,               -32,               -32
       1877,           0,           0,               -32,               -32,       4.005711567,       4.005711567,               -32,               -32
       1878,           0,           0,               -32,               -32,       4.005711561,       4.005711561,               -32,               -32
       1879,           0,           0,               -32,               -32,       4.005711556,       4.005711556,               -32,               -32
       1880,           0,           0,               -32,               -32,        4.00571155,        4.00571155,               -32,               -32
       1881,           0,           0,               -32,               -32,       4.005711545,       4.005711545,               -32,               -32
       1882,           0,           0,               -32,               -32,        4.00571154,        4.00571154,               -32,               -32
       1883,           0,           0,               -32,               -32,       4.005711534,       4.005711534,               -32,               -32
       1884,           0,           0,               -32,               -32,       4.005711529,       4.005711529,               -32,               -32
       1885,           0,           0,               -32,               -32,       4.005711523,       4.005711523,               -32,               -32
       1886,           0,           0,               -32,               -32,       4.005711518,       4.005711518,               -32,               -32
       1887,           0,           0,               -32,               -32,       4.005711513,       4.005711513,               -32,               -32
       1888,           0,           0,               -32,               -32,       4.005711507,       4.005711507,               -32,               -32
       1889,           0,           0,               -32,               -32,       4.005711502,       4.005711502,               -32,               -32
       1890,           0,           0,               -32,               -32,       4.005711496,       4.005711496,               -32,               -32
       1891,           0,           0,               -32,               -32,       4.005711491,       4.005711491,               -32,               -32
       1892,           0,           0,               -32,               -32,       4.005711486,       4.005711486,               -32,               -32
       1893,           0,           0,               -32,               -32,        4.00571148,        4.00571148,               -32,               -32
       1894,           0,           0,               -32,               -32,       4.005711475,       4.005711475,               -32,               -32
       1895,           0,           0,               -32,               -32,       4.005711469,       4.005711469,               -32,               -32
       1896,           0,           0,               -32,               -32,       4.005711464,       4.005711464,               -32,               -32
       1897,           0,           0,               -32,               -32,       4.005711458,       4.005711458,               -32,               -32
       1898,           0,           0,               -32,               -32,       4.005711453,       4.005711453,               -32,               -32
       1899,           0,           0,               -32,               -32,       4.005711448,       4.005711448,               -32,               -32
       1900,           0,           0,               -32,               -32,       4.005711442,       4.005711442,               -32,               -32
       1901,           0,           0,               -32,               -32,       4.005711437,       4.005711437,               -32,               -32
       1902,           0,           0,               -32,               -32,       4.005711431,       4.005711431,               -32,               -32
       1903,           0,           0,               -32,               -32,       4.005711426,       4.005711426,               -32,               -32
       1904,           0,           0,               -32,               -32,        4.00571142,        4.00571142,               -32,               -32
       1905,           0,           0,               -32,               -32,       4.005711415,       4.005711415,               -32,               -32
       1906,           0,           0,               -32,               -32,       4.005711409,       4.005711409,               -32,               -32
       1907,           0,           0,               -32,               -32,       4.005711404,       4.005711404,               -32,               -32
       1908,           0,           0,               -32,               -32,       4.005711398,       4.005711398,               -32,               -32
       1909,           0,           0,               -32,               -32,       4.005711393,       4.005711393,               -32,               -32
       1910,           0,           0,               -32,               -32,       4.005711388,       4.005711388,               -32,               -32
       1911,           0,           0,               -32,               -32,       4.005711382,       4.005711382,               -32,               -32
       1912,           0,           0,               -32,               -32,       4.005711377,       4.005711377,               -32,               -32
       1913,           0,           0,               -32,               -32,       4.005711371,       4.005711371,               -32,               -32
       1914,           0,           0,               -32,               -32,       4.005711366,       4.005711366,               -32,               -32
       1915,           0,           0,               -32,               -32,        4.00571136,        4.00571136,               -32,               -32
       1916,           0,           0,               -32,               -32,       4.005711355,       4.005711355,               -32,               -32
       1917,           0,           0,               -32,               -32,       4.005711349,       4.005711349,               -32,               -32
       1918,           0,           0,               -32,               -32,       4.005711344,       4.005711344,               -32,               -32
       1919,           0,           0,               -32,               -32,       4.005711338,       4.005711338,               -32,               -32
       1920,           0,           0,               -32,               -32,       4.005711333,       4.005711333,               -32,               -32
       1921,           0,           0,               -32,               -32,       4.005711327,       4.005711327,               -32,               -32
       1922,           0,           0,               -32,               -32,       4.005711322,       4.005711322,               -32,               -32
       1923,           0,           0,               -32,               -32,       4.005711316,       4.005711316,               -32,               -32
       1924,           0,           0,               -32,               -32,       4.005711311,       4.005711311,               -32,               -32
       1925,           0,           0,               -32,               -32,       4.005711305,       4.005711305,               -32,               -32
       1926,           0,           0,               -32,               -32,         4.0057113,         4.0057113,               -32,               -32
       1927,           0,           0,               -32,               -32,       4.005711294,       4.005711294,               -32,               -32
       1928,           0,           0,               -32,               -32,       4.005711289,       4.005711289,               -32,               -32
       1929,           0,           0,               -32,               -32,       4.005711283,       4.005711283,               -32,               -32
       1930,           0,           0,               -32,               -32,       4.005711278,       4.005711278,               -32,               -32
       1931,           0,           0,               -32,               -32,       4.005711272,       4.005711272,               -32,               -32
       1932,           0,           0,               -32,               -32,       4.005711266,       4.005711266,               -32,               -32
       1933,           0,           0,               -32,               -32,       4.005711261,       4.005711261,               -32,               -32
       1934,           0,           0,               -32,               -32,       4.005711255,       4.005711255,               -32,               -32
       1935,           0,           0,               -32,               -32,        4.00571125,        4.00571125,               -32,               -32
       1936,           0,           0,               -32,               -32,       4.005711244,       4.005711244,               -32,               -32
       1937,           0,           0,               -32,               -32,       4.005711239,       4.005711239,               -32,               -32
       1938,           0,           0,               -32,               -32,       4.005711233,       4.005711233,               -32,               -32
       1939,           0,           0,               -32,               -32,       4.005711228,       4.005711228,               -32,               -32
       1940,           0,           0,               -32,               -32,       4.005711222,       4.005711222,               -32,               -32
       1941,           0,           0,               -32,               -32,       4.005711217,       4.005711217,               -32,               -32
       1942,           0,           0,               -32,               -32,       4.005711211,       4.005711211,               -32,               -32
       1943,           0,           0,               -32,               -32,       4.005711205,       4.005711205,               -32,               -32
       1944,           0,           0,               -32,               -32,         4.0057112,         4.0057112,               -32,               -32
       1945,           0,           0,               -32,               -32,       4.005711194,       4.005711194,               -32,               -32
       1946,           0,           0,               -32,               -32,       4.005711189,       4.005711189,               -32,               -32
       1947,           0,           0,               -32,               -32,       4.005711183,       4.005711183,               -32,               -32
       1948,           0,           0,               -32,               -32,       4.005711178,       4.005711178,               -32,               -32
       1949,           0,           0,               -32,               -32,       4.005711172,       4.005711172,               -32,               -32
       1950,           0,           0,               -32,               -32,       4.005711166,       4.005711166,               -32,               -32
       1951,           0,           0,               -32,               -32,       4.005711161,       4.005711161,               -32,               -32
       1952,           0,           0,               -32,               -32,       4.005711155,       4.005711155,               -32,               -32
       1953,           0,           0,               -32,               -32,        4.00571115,        4.00571115,               -32,               -32
       1954,           0,           0,               -32,               -32,       4.005711144,       4.005711144,               -32,               -32
       1955,           0,           0,               -32,               -32,       4.005711138,       4.005711138,               -32,               -32
       1956,           0,           0,               -32,               -32,       4.005711133,       4.005711133,               -32,               -32
       1957,           0,           0,               -32,               -32,       4.005711127,       4.005711127,               -32,               -32
       1958,           0,           0,               -32,               -32,       4.005711122,       4.005711122,               -32,               -32
       1959,           0,           0,               -32,               -32,       4.005711116,       4.005711116,               -32,               -32
       1960,           0,           0,               -32,               -32,        4.00571111,        4.00571111,               -32,               -32
       1961,           0,           0,               -32,               -32,       4.005711105,       4.005711105,               -32,               -32
       1962,           0,           0,               -32,               -32,       4.005711099,       4.005711099,               -32,               -32
       1963,           0,           0,               -32,               -32,       4.005711094,       4.005711094,               -32,               -32
       1964,           0,           0,               -32,               -32,       4.005711088,       4.005711088,               -32,               -32
       1965,           0,           0,               -32,               -32,       4.005711082,       4.005711082,               -32,               -32
       1966,           0,           0,               -32,               -32,       4.005711077,       4.005711077,               -32,               -32
       1967,           0,           0,               -32,               -32,       4.005711071,       4.005711071,               -32,               -32
       1968,           0,           0,               -32,               -32,       4.005711065,       4.005711065,               -32,               -32
       1969,           0,           0,               -32,               -32,        4.00571106,        4.00571106,               -32,               -32
       1970,           0,           0,               -32,               -32,       4.005711054,       4.005711054,               -32,               -32
       1971,           0,           0,               -32,               -32,       4.005711048,       4.005711048,               -32,               -32
       1972,           0,           0,               -32,               -32,       4.005711043,       4.005711043,               -32,               -32
       1973,           0,           0,               -32,               -32,       4.005711037,       4.005711037,               -32,               -32
       1974,           0,           0,               -32,               -32,       4.005711032,       4.005711032,               -32,               -32
       1975,           0,           0,               -32,               -32,       4.005711026,       4.005711026,               -32,               -32
       1976,           0,           0,               -32,               -32,        4.00571102,        4.00571102,               -32,               -32
       1977,           0,           0,               -32,               -32,       4.005711015,       4.005711015,               -32,               -32
       1978,           0,           0,               -32,               -32,       4.005711009,       4.005711009,               -32,               -32
       1979,           0,           0,               -32,               -32,       4.005711003,       4.005711003,               -32,               -32
       1980,           0,           0,               -32,               -32,       4.005710998,       4.005710998,               -32,               -32
       1981,           0,           0,               -32,               -32,       4.005710992,       4.005710992,               -32,               -32
       1982,           0,           0,               -32,               -32,       4.005710986,       4.005710986,               -32,               -32
       1983,           0,           0,               -32,               -32,       4.005710981,       4.005710981,               -32,               -32
       1984,           0,           0,               -32,               -32,       4.005710975,       4.005710975,               -32,               -32
       1985,           0,           0,               -32,               -32,       4.005710969,       4.005710969,               -32,               -32
       1986,           0,           0,               -32,               -32,       4.005710963,       4.005710963,               -32,               -32
       1987,           0,           0,               -32,               -32,       4.005710958,       4.005710958,               -32,               -32
       1988,           0,           0,               -32,               -32,       4.005710952,       4.005710952,               -32,               -32
       1989,           0,           0,               -32,               -32,       4.005710946,       4.005710946,               -32,               -32
       1990,           0,           0,               -32,               -32,       4.005710941,       4.005710941,               -32,               -32
       1991,           0,           0,               -32,               -32,       4.005710935,       4.005710935,               -32,               -32
       1992,           0,           0,               -32,               -32,       4.005710929,       4.005710929,               -32,               -32
       1993,           0,           0,               -32,               -32,       4.005710924,       4.005710924,               -32,               -32
       1994,           0,           0,               -32,               -32,       4.005710918,       4.005710918,               -32,               -32
       1995,           0,           0,               -32,               -32,       4.005710912,       4.005710912,               -32,               -32
       1996,           0,           0,               -32,               -32,       4.005710906,       4.005710906,               -32,               -32
       1997,           0,           0,               -32,               -32,       4.005710901,       4.005710901,               -32,               -32
       1998,           0,           0,               -32,               -32,       4.005710895,       4.005710895,               -32,               -32
       1999,           0,           0,               -32,               -32,       4.005710889,       4.005710889,               -32,               -32
       2000,           0,           0,               -32,               -32,       4.005710884,       4.005710884,               -32,               -32
       2001,           0,           0,               -32,               -32,       4.005710878,       4.005710878,               -32,               -32
       2002,           0,           0,               -32,               -32,       4.005710872,       4.005710872,               -32,               -32
       2003,           0,           0,               -32,               -32,       4.005710866,       4.005710866,               -32,               -32
       2004,           0,           0,               -32,               -32,       4.005710861,       4.005710861,               -32,               -32
       2005,           0,           0,               -32,               -32,       4.005710855,       4.005710855,               -32,               -32
       2006,           0,           0,               -32,               -32,       4.005710849,       4.005710849,               -32,               -32
       2007,           0,           0,               -32,               -32,       4.005710843,       4.005710843,               -32,               -32
       2008,           0,           0,               -32,               -32,       4.005710838,       4.005710838,               -32,               -32
       2009,           0,           0,               -32,               -32,       4.005710832,       4.005710832,               -32,               -32
       2010,           0,           0,               -32,               -32,       4.005710826,       4.005710826,               -32,               -32
       2011,           0,           0,               -32,               -32,        4.00571082,        4.00571082,               -32,               -32
       2012,           0,           0,               -32,               -32,       4.005710815,       4.005710815,               -32,               -32
       2013,           0,           0,               -32,               -32,       4.005710809,       4.005710809,               -32,               -32
       2014,           0,           0,               -32,               -32,       4.005710803,       4.005710803,               -32,               -32
       2015,           0,           0,               -32,               -32,       4.005710797,       4.005710797,               -32,               -32
       2016,           0,           0,               -32,               -32,       4.005710792,       4.005710792,               -32,               -32
       2017,           0,           0,               -32,               -32,       4.005710786,       4.005710786,               -32,               -32
       2018,           0,           0,               -32,               -32,        4.00571078,        4.00571078,               -32,               -32
       2019,           0,           0,               -32,               -32,       4.005710774,       4.005710774,               -32,               -32
       2020,           0,           0,               -32,               -32,       4.005710768,       4.005710768,               -32,               -32
       2021,           0,           0,               -32,               -32,       4.005710763,       4.005710763,               -32,               -32
       2022,           0,           0,               -32,               -32,       4.005710757,       4.005710757,               -32,               -32
       2023,           0,           0,               -32,               -32,       4.005710751,       4.005710751,               -32,               -32
       2024,           0,           0,               -32,               -32,       4.005710745,       4.005710745,               -32,               -32
       2025,           0,           0,               -32,               -32,       4.005710739,       4.005710739,               -32,               -32
       2026,           0,           0,               -32,               -32,       4.005710734,       4.005710734,               -32,               -32
       2027,           0,           0,               -32,               -32,       4.005710728,       4.005710728,               -32,               -32
       2028,           0,           0,               -32,               -32,       4.005710722,       4.005710722,               -32,               -32
       2029,           0,           0,               -32,               -32,       4.005710716,       4.005710716,               -32,               -32
       2030,           0,           0,               -32,               -32,        4.00571071,        4.00571071,               -32,               -32
       2031,           0,           0,               -32,               -32,       4.005710705,       4.005710705,               -32,               -32
       2032,           0,           0,               -32,               -32,       4.005710699,       4.005710699,               -32,               -32
       2033,           0,           0,               -32,               -32,       4.005710693,       4.005710693,               -32,               -32
       2034,           0,           0,               -32,               -32,       4.005710687,       4.005710687,               -32,               -32
       2035,           0,           0,               -32,               -32,       4.005710681,       4.005710681,               -32,               -32
       2036,           0,           0,               -32,               -32,       4.005710675,       4.005710675,               -32,               -32
       2037,           0,           0,               -32,               -32,        4.00571067,        4.00571067,               -32,               -32
       2038,           0,           0,               -32,               -32,       4.005710664,       4.005710664,               -32,               -32
       2039,           0,           0,               -32,               -32,       4.005710658,       4.005710658,               -32,               -32
       2040,           0,           0,               -32,               -32,       4.005710652,       4.005710652,               -32,               -32
       2041,           0,           0,               -32,               -32,       4.005710646,       4.005710646,               -32,               -32
       2042,           0,           0,               -32,               -32,        4.00571064,        4.00571064,               -32,               -32
       2043,           0,           0,               -32,               -32,       4.005710635,       4.005710635,               -32,               -32
       2044,           0,           0,               -32,               -32,       4.005710629,       4.005710629,               -32,               -32
       2045,           0,           0,               -32,               -32,       4.005710623,       4.005710623,               -32,               -32
       2046,           0,           0,               -32,               -32,       4.005710617,       4.005710617,               -32,               -32
       2047,           0,           0,               -32,               -32,       4.005710611,       4.005710611,               -32,               -32
       2048,           0,           0,               -32,               -32,       4.005710605,       4.005710605,               -32,               -32
       2049,           0,           0,               -32,               -32,       4.005710599,       4.005710599,               -32,               -32
       2050,           0,           0,               -32,               -32,       4.005710594,       4.005710594,               -32,               -32
       2051,           0,           0,               -32,               -32,       4.005710588,       4.005710588,               -32,               -32
       2052,           0,           0,               -32,               -32,       4.005710582,       4.005710582,               -32,               -32
       2053,           0,           0,               -32,               -32,       4.005710576,       4.005710576,               -32,               -32
       2054,           0,           0,               -32,               -32,        4.00571057,        4.00571057,               -32,               -32
       2055,           0,           0,               -32,               -32,       4.005710564,       4.005710564,               -32,               -32
       2056,           0,           0,               -32,               -32,       4.005710558,       4.005710558,               -32,               -32
       2057,           0,           0,               -32,               -32,       4.005710552,       4.005710552,               -32,               -32
       2058,           0,           0,               -32,               -32,       4.005710546,       4.005710546,               -32,               -32
       2059,           0,           0,               -32,               -32,       4.005710541,       4.005710541,               -32,               -32
       2060,           0,           0,               -32,               -32,       4.005710535,       4.005710535,               -32,               -32
       2061,           0,           0,               -32,               -32,       4.005710529,       4.005710529,               -32,               -32
       2062,           0,           0,               -32,               -32,       4.005710523,       4.005710523,               -32,               -32
       2063,           0,           0,               -32,               -32,       4.005710517,       4.005710517,               -32,               -32
       2064,           0,           0,               -32,               -32,       4.005710511,       4.005710511,               -32,               -32
       2065,           0,           0,               -32,               -32,       4.005710505,       4.005710505,               -32,               -32
       2066,           0,           0,               -32,               -32,       4.005710499,       4.005710499,               -32,               -32
       2067,           0,           0,               -32,               -32,       4.005710493,       4.005710493,               -32,               -32
       2068,           0,           0,               -32,               -32,       4.005710487,       4.005710487,               -32,               -32
       2069,           0,           0,               -32,               -32,       4.005710481,       4.005710481,               -32,               -32
       2070,           0,           0,               -32,               -32,       4.005710476,       4.005710476,               -32,               -32
       2071,           0,           0,               -32,               -32,        4.00571047,        4.00571047,               -32,               -32
       2072,           0,           0,               -32,               -32,       4.005710464,       4.005710464,               -32,               -32
       2073,           0,           0,               -32,               -32,       4.005710458,       4.005710458,               -32,               -32
       2074,           0,           0,               -32,               -32,       4.005710452,       4.005710452,               -32,               -32
       2075,           0,           0,               -32,               -32,       4.005710446,       4.005710446,               -32,               -32
       2076,           0,           0,               -32,               -32,        4.00571044,        4.00571044,               -32,               -32
       2077,           0,           0,               -32,               -32,       4.005710434,       4.005710434,               -32,               -32
       2078,           0,           0,               -32,               -32,       4.005710428,       4.005710428,               -32,               -32
       2079,           0,           0,               -32,               -32,       4.005710422,       4.005710422,               -32,               -32
       2080,           0,           0,               -32,               -32,       4.005710416,       4.005710416,               -32,               -32
       2081,           0,           0,               -32,               -32,        4.00571041,        4.00571041,               -32,               -32
       2082,           0,           0,               -32,               -32,       4.005710404,       4.005710404,               -32,               -32
       2083,           0,           0,               -32,               -32,       4.005710398,       4.005710398,               -32,               -32
       2084,           0,           0,               -32,               -32,       4.005710392,       4.005710392,               -32,               -32
       2085,           0,           0,               -32,               -32,       4.005710386,       4.005710386,               -32,               -32
       2086,           0,           0,               -32,               -32,        4.00571038,        4.00571038,               -32,               -32
       2087,           0,           0,               -32,               -32,       4.005710374,       4.005710374,               -32,               -32
       2088,           0,           0,               -32,               -32,       4.005710368,       4.005710368,               -32,               -32
       2089,           0,           0,               -32,               -32,       4.005710362,       4.005710362,               -32,               -32
       2090,           0,           0,               -32,               -32,       4.005710356,       4.005710356,               -32,               -32
       2091,           0,           0,               -32,               -32,        4.00571035,        4.00571035,               -32,               -32
       2092,           0,           0,               -32,               -32,       4.005710344,       4.005710344,               -32,               -32
       2093,           0,           0,               -32,               -32,       4.005710338,       4.005710338,               -32,               -32
       2094,           0,           0,               -32,               -32,       4.005710332,       4.005710332,               -32,               -32
       2095,           0,           0,               -32,               -32,       4.005710326,       4.005710326,               -32,               -32
       2096,           0,           0,               -32,               -32,        4.00571032,        4.00571032,               -32,               -32
       2097,           0,           0,               -32,               -32,       4.005710314,       4.005710314,               -32,               -32
       2098,           0,           0,               -32,               -32,       4.005710308,       4.005710308,               -32,               -32
       2099,           0,           0,               -32,               -32,       4.005710302,       4.005710302,               -32,               -32
       2100,           0,           0,               -32,               -32,       4.005710296,       4.005710296,               -32,               -32
       2101,           0,           0,               -32,               -32,        4.00571029,        4.00571029,               -32,               -32
       2102,           0,           0,               -32,               -32,       4.005710284,       4.005710284,               -32,               -32
       2103,           0,           0,               -32,               -32,       4.005710278,       4.005710278,               -32,               -32
       2104,           0,           0,               -32,               -32,       4.005710272,       4.005710272,               -32,               -32
       2105,           0,           0,               -32,               -32,       4.005710266,       4.005710266,               -32,               -32
       2106,           0,           0,               -32,               -32,        4.00571026,        4.00571026,               -32,               -32
       2107,           0,           0,               -32,               -32,       4.005710254,       4.005710254,               -32,               -32
       2108,           0,           0,               -32,               -32,       4.005710248,       4.005710248,               -32,               -32
       2109,           0,           0,               -32,               -32,       4.005710242,       4.005710242,               -32,               -32
       2110,           0,           0,               -32,               -32,       4.005710236,       4.005710236,               -32,               -32
       2111,           0,           0,               -32,               -32,        4.00571023,        4.00571023,               -32,               -32
       2112,           0,           0,               -32,               -32,       4.005710224,       4.005710224,               -32,               -32
       2113,           0,           0,               -32,               -32,       4.005710218,       4.005710218,               -32,               -32
       2114,           0,           0,               -32,               -32,       4.005710212,       4.005710212,               -32,               -32
       2115,           0,           0,               -32,               -32,       4.005710206,       4.005710206,               -32,               -32
       2116,           0,           0,               -32,               -32,         4.0057102,         4.0057102,               -32,               -32
